tea,jill_says_,coffee_tag,type,id,lat,lon,amenity,name,,cuisine_ta,cuisine1,cuisine2,cuisine3,cuisine4,cuisine5,cuisine6,cuisine7
,,1,node,2550046897,40.7299427,-73.999592,cafe,Third Rail Coffee,,coffee_shop,coffee_shop,,,,,,
,,1,node,3179745213,40.7504102,-73.9928259,cafe,Tim Hortons,,coffee_shop,coffee_shop,,,,,,
,,1,node,5228777785,40.7525184,-73.9860712,cafe,Tim Hortons,,coffee_shop,coffee_shop,,,,,,
,,1,node,6894162189,40.699063,-73.8073413,cafe,Tim Hortons,,coffee_shop,coffee_shop,,,,,,
,,1,node,5455223691,40.6612944,-73.9968528,cafe,Tin Cup Cafe,,coffee_shop;sandwich;breakfast,coffee_shop,sandwich,breakfast,,,,
,,1,node,4959225990,40.7608993,-73.8270495,cafe,Tous Les Jours,,coffee_shop,coffee_shop,,,,,,
,,1,node,5517079878,40.6721139,-73.9769282,cafe,Un Posto Italiano,,coffee_shop,coffee_shop,,,,,,
,,1,node,8001556848,40.7647479,-73.8241127,cafe,UNICORN GLOW,,coffee_shop;quick_bites,coffee_shop,quick_bites,,,,,
,,1,node,1865211623,40.7224661,-73.9488216,cafe,Uro Cafe,,coffee_shop,coffee_shop,,,,,,
,,1,node,2568884262,40.6727053,-73.9547967,cafe,Ursula,,coffee_shop;new_mexican,coffee_shop,new_mexican,,,,,
,,1,way,279897066,40.7153767,-73.9443812,cafe,Variety Cafe,,coffee_shop,coffee_shop,,,,,,
,,1,node,2568681567,40.702775,-73.9170325,cafe,Variety Coffee Roasters,,coffee_shop,coffee_shop,,,,,,
,,1,node,6250062022,40.7788421,-73.9558617,cafe,Variety Coffee Roasters,,coffee_shop,coffee_shop,,,,,,
,,1,node,6250176401,40.745206,-73.9946116,cafe,Variety Coffee Roasters,,coffee_shop,coffee_shop,,,,,,
,,1,way,241852855,40.6982553,-73.9930356,cafe,Vineapple,,coffee_shop,coffee_shop,,,,,,
,,1,node,6037257725,40.7183082,-73.9573908,cafe,Vittoria,,coffee_shop,coffee_shop,,,,,,
,,1,node,6465804985,40.6896286,-73.9882049,cafe,White Noise,,coffee_shop;breakfast;health_food,coffee_shop,breakfast,health_food,,,,
,,1,node,2555945169,40.6002149,-73.9856777,cafe,Wild Bagels,,bagel;breakfast;coffee_shop,bagel,breakfast,coffee_shop,,,,
,,1,node,4870096822,40.5835532,-73.9510784,cafe,Wildberry,,coffee_shop,coffee_shop,,,,,,
,,1,node,5167955722,40.7115377,-73.9471258,cafe,Willburg Cafe,,american;coffee,american,coffee,,,,,
,,1,node,2568710180,40.6657195,-73.982369,cafe,Winner,,chicken;coffee_shop;sandwich,chicken,coffee_shop,sandwich,,,,
,,1,node,2414094437,40.782644,-73.9752661,cafe,World Coffee,,coffee_shop,coffee_shop,,,,,,
,,1,node,2631523818,40.7689352,-73.963462,cafe,World Cup Cafe & Bakery,,coffee_shop,coffee_shop,,,,,,
,,1,node,5178499860,40.7061395,-73.9224225,cafe,Wyckoff Starr,,coffee_shop,coffee_shop,,,,,,
,,1,node,5821317603,40.6634448,-73.991455,cafe,Yardsale Cafe,,coffee_shop;sandwich,coffee_shop,sandwich,,,,,
,,1,node,6536906987,40.7639054,-73.977729,cafe,Zibetto Espresso Bar,,coffee_shop;italian,coffee_shop,italian,,,,,
,,1,node,4491361792,40.6614762,-73.9201829,cafe,Dunkin' Donuts,,bagel;coffee_shop;donut,bagel,coffee_shop,donut,,,,
,0,1,node,6542803861,40.7472769,-73.9750012,cafe,[hospital cafe],,coffee_shop,coffee_shop,,,,,,
,0,,node,5531185014,40.7030612,-73.9078624,cafe,#1 Natural Juice Bar,,,,,,,,,
,0,,node,4312082389,40.7137511,-73.9985135,cafe,10 Below Ice Cream [closed],,ice_cream,ice_cream,,,,,,
,0,,node,6362867801,40.7431214,-73.9802602,cafe,16 Handles,,frozen_yogurt;health_food,frozen_yogurt,health_food,,,,,
,0,,node,2535746243,40.796,-73.9704728,cafe,16 Handles,,ice_cream,ice_cream,,,,,,
,0,,node,2592305754,40.7428458,-73.9999943,cafe,16 Handles,,ice_cream,ice_cream,,,,,,
,1,,node,5823823343,40.7052284,-73.9444215,cafe,19 Cafe,,,,,,,,,
,1,,node,5229541507,40.6319734,-73.995071,cafe,1982 Coffee Roasters,,,,,,,,,
1,,,node,3819492771,40.7224756,-73.9829662,cafe,29B Teahouse,,,,,,,,,
,,,node,2946299764,40.7533457,-73.9957992,cafe,34th Bagels & More,,bagel,bagel,,,,,,
,,,way,265318794,40.7649736,-73.9947786,cafe,49 St Deli & Coffee House [closed],,,,,,,,,
,1,,node,4744338823,40.7423375,-73.9553503,cafe,51st Bakery & Cafe,,,,,,,,,
,1,,node,2570174028,40.7476605,-73.8856983,cafe,969 NYC Coffee,,,,,,,,,
,1,,node,672800424,40.725095,-73.97785,cafe,9th St Espresso,,,,,,,,,
,,,node,6516818726,40.5978165,-73.985207,cafe,A Bar,,,,,,,,,
,1,,node,2550018678,40.6792269,-73.985336,cafe,Abbotsford Road Coffee,,sandwich;snack,sandwich,snack,,,,,
,,,node,7288725909,40.8310165,-73.8779366,cafe,ABC Cafe,,deli;american;latin_american;snackbar;lunch,deli,american,latin_american,snackbar,lunch,,
,,,node,5093178522,40.7243937,-73.9510032,cafe,Acai Berry,,,,,,,,,
,,,node,6511878535,40.8157311,-73.9451417,cafe,Acts III Bagels,,,,,,,,,
,0,,node,3862796859,40.780846,-73.917133,cafe,Agnanti Café,,,,,,,,,
,,,node,5401946308,40.7596786,-73.9652596,cafe,Al Horno,,mexican,mexican,,,,,,
,,,node,5401978031,40.7620536,-73.9910987,cafe,Al Horno,,,,,,,,,
,1,,node,5818421646,40.7560886,-73.9926331,cafe,Aleef Coffee House Inc,,sandwich;soup;salad;ice_cream;pastry,sandwich,soup,salad,ice_cream,pastry,,
1,,,node,7097820976,40.7003629,-73.9932875,cafe,Alice Tea Cup To Go,,,,,,,,,
1,,,way,266237412,40.764996,-73.9658677,cafe,Alice's Tea Cup Chapter ii,,tea_house,tea_house,,,,,,
1,,,node,2563990312,40.7157707,-73.9991388,cafe,Alimama Tea,,pastry,pastry,,,,,,
,,,node,5700532154,40.6799078,-73.9949388,cafe,Alvee,,greek,greek,,,,,,
,,,node,5732810775,40.6994635,-73.9300282,cafe,Ambrosia Elixirs,,health_food;breakfast,health_food,breakfast,,,,,
,0,,node,4957074132,40.7684178,-73.9850979,cafe,Amore Pizza Cafe,,pizza;pasta;salad;pastry;italian,pizza,pasta,salad,pastry,italian,,
,0,,node,4092433430,40.7422667,-74.0004531,cafe,Amorino ice cream shop,,,,,,,,,
,0,,node,4775572070,40.732889,-73.9938684,cafe,Amorino ice cream shop,,,,,,,,,
,,,node,5473383610,40.739498,-74.007702,cafe,Ample Hills Creamery,,ice_cream,ice_cream,,,,,,
,,,node,2592129905,40.7831958,-73.9780231,cafe,Amsterdam Gourmet,,,,,,,,,
,1,,node,5858796770,40.7309578,-74.0029974,cafe,Amy's Bread,,,,,,,,,
,,,node,4181508248,40.8873655,-73.9049519,cafe,An Beal Bocht Cafe,,,,,,,,,
,,,node,3808846153,40.6841002,-73.941024,cafe,Anchor Coffee,,,,,,,,,
,,,node,1428036328,40.7528897,-73.9811056,cafe,Andaz,,,,,,,,,
,1,,node,5751854223,40.7041849,-73.9341582,cafe,Ange Noir Cafe,,bagel;sandwich,bagel,sandwich,,,,,
,1,,node,2561983227,40.6441763,-73.975829,cafe,Angelica's Coffee Shop,,,,,,,,,
,,,node,7243548686,40.7232721,-73.9507783,cafe,Anima Mundi,,,,,,,,,
,0,,node,5175559548,40.7214812,-74.0013728,cafe,Antique Garage,,,,,,,,,
,0,,node,5625462945,40.7068582,-73.9223165,cafe,AP Cafe [closed],,,,,,,,,
,0,,node,5723954896,40.6925908,-73.91525,cafe,Aquino's [temp closed],,,,,,,,,
,1,,node,4915759323,40.7028087,-73.9875053,cafe,Archway Cafe,,,,,,,,,
1,,,node,1383956828,40.7671365,-73.9814703,cafe,Argo Tea,,,,,,,,,
,0,,way,686198400,40.6800363,-73.9646857,cafe,Art Cafe + Bar,,american;latin_american,american,latin_american,,,,,
,,,node,9036389122,40.7297115,-73.9909671,cafe,Astor Plate,,breakfast;sandwich,breakfast,sandwich,,,,,
,1,,node,4687813992,40.7671306,-73.9224642,cafe,Astoria Coffee,,,,,,,,,
1,,,node,4648572598,40.7073365,-73.8350931,cafe,Ateaz,,,,,,,,,
1,,,node,6206645049,40.775139,-73.953973,cafe,ATeaz,,,,,,,,,
,1,,node,1640916377,40.6764594,-73.9625671,cafe,Aura,,,,,,,,,
1,1,,node,1754975219,40.7420998,-73.9196581,cafe,Ave Coffee House,,,,,,,,,
,0,,node,6682052647,40.7090225,-73.9639893,cafe,Avenue Cafe [closed],,,,,,,,,
,1,,node,3569401282,40.7596628,-73.9366128,cafe,B&S Coffe Shop,,,,,,,,,
,1,,node,3154231930,40.6869934,-73.9753732,cafe,Baba Cool,,american,american,,,,,,
,0,,node,3953943884,40.67686,-73.9863149,cafe,Baba's Pierogies,,eastern_european,eastern_european,,,,,,
,1,,node,2567931043,40.6728401,-73.950072,cafe,Babydudes,,,,,,,,,
,0,,node,6335960768,40.7453683,-73.977701,cafe,Babylon Hookah Lounge,,,,,,,,,
,0,,node,2384821679,40.7384873,-74.0000074,cafe,Bagel and More,,bagel,bagel,,,,,,
,1,,way,247862492,40.7330638,-73.9875524,cafe,Bagel Belly,,bagel;sandwich,bagel,sandwich,,,,,
,0,,node,2304436416,40.6904311,-73.9944268,cafe,Bagel Cafe,,bagel;breakfast;sandwich;salad,bagel,breakfast,sandwich,salad,,,
,0,,node,8332419151,40.761568,-73.9242011,cafe,Bagel Nosh,,sandwich,sandwich,,,,,,
,0,,way,664941289,40.7830186,-73.9504849,cafe,Bagel Shop,,bagel,bagel,,,,,,
,0,,node,2414094417,40.7822903,-73.9792073,cafe,Bagel Talk,,bagel,bagel,,,,,,
,0,,node,5868658667,40.7807678,-73.9523027,cafe,Bagels & More,,,,,,,,,
,0,,node,5558007858,40.6810156,-73.9941909,cafe,Bagels Cafe,,bagel;sandwich;salad;juice,bagel,sandwich,salad,juice,,,
,0,,node,5413416238,40.6155469,-73.9998538,cafe,Bagels Plus,,bagel,bagel,,,,,,
,1,,node,4491325489,40.717562,-73.9578807,cafe,Bagelsmith,,bagel,bagel,,,,,,
,0,,way,783640459,40.633335,-73.9675187,cafe,Bahar Masala,,,,,,,,,
,1,,node,5801942482,40.7032509,-73.9328762,cafe,Bake Shop,,,,,,,,,
,0,,node,5276454721,40.727568,-73.9528273,cafe,Baker’s Dozen,,,,,,,,,
,1,,node,6006289990,40.7343208,-73.9575281,cafe,Bakeri,,,,,,,,,
,1,,node,1824995168,40.7012146,-74.0133055,cafe,Bakery Cafe,,,,,,,,,
,1,,node,2853426879,40.7704743,-73.8920016,cafe,Bakery Cafe,,,,,,,,,
,0,,way,265347589,40.7702591,-73.9758832,cafe,Ballfields Café,,,,,,,,,
,0,,node,6941252618,40.7169602,-73.9947013,cafe,Bambu,,vietnamese;bubble_tea,vietnamese,bubble_tea,,,,,
,1,,node,6206584785,40.7278778,-74.0011009,cafe,Banter,,,,,,,,,
,1,,node,4252850545,40.6751853,-73.9747957,cafe,Bar Basic,,american;mexican,american,mexican,,,,,
,1,,way,245221182,40.6873772,-73.9903882,cafe,Bar Tabac,,french,french,,,,,,
,1,,node,2033946685,40.7072305,-74.0123877,cafe,Bean And Bean,,,,,,,,,
,1,,node,5155255411,40.7596918,-73.7724531,cafe,Bean Square,,,,,,,,,
,1,,node,4481455792,40.7469873,-73.9969959,cafe,Bean&Bean Coffee,,,,,,,,,
,0,,node,6689923801,40.7693501,-73.9521524,cafe,Beannocchio's,,,,,,,,,
,0,,node,4316449694,40.6871738,-73.9442003,cafe,Bed-Stuy Provisions,,sandwich,sandwich,,,,,,
,0,,node,2045635522,40.7389382,-73.9896466,cafe,Beecher's Handmade Cheese,,,,,,,,,
,0,,node,2568518956,40.7025412,-73.9870468,cafe,Beepublic [closed],,breakfast;sandwich;snack,breakfast,sandwich,snack,,,,
,0,,node,6900833957,40.6140623,-74.0348887,cafe,Beets and Carrots,,american,american,,,,,,
,0,,node,763650163,40.7582685,-73.9867199,cafe,Ben&jerry,,,,,,,,,
,0,,node,5978557687,40.7093091,-74.0068103,cafe,BentOn Cafe,,japanese,japanese,,,,,,
,0,,way,250019323,40.619756,-73.906833,cafe,Bergen Beach Cafe,,,,,,,,,
,1,,node,662894338,40.752437,-73.991724,cafe,Best Bagels And Coffee,,bagel,bagel,,,,,,
,0,,way,265296241,40.7570483,-73.9938447,cafe,Better Being 940 [closed],,,,,,,,,
,0,,node,5206186282,40.6604123,-73.9801749,cafe,Betty Bakery,,pastry,pastry,,,,,,
1,0,,node,7368466282,40.7482654,-73.9884306,cafe,Biao Sugar,,chinese,chinese,,,,,,
,0,,node,5401946294,40.7392879,-74.001853,cafe,Big Boy Gourmet Deli [closed],,,,,,,,,
,0,,node,6916679485,40.7071884,-74.0030763,cafe,Big Gay Ice Cream,,,,,,,,,
,1,,node,4818137923,40.7639254,-73.9666663,cafe,Birch Coffee,,,,,,,,,
,1,,node,4818137924,40.7434433,-73.9800242,cafe,Birch Coffee,,,,,,,,,
,1,,node,5868596706,40.7803846,-73.9533857,cafe,Birch Coffee,,,,,,,,,
,1,,node,6071485490,40.7681491,-73.9853167,cafe,Birch Coffee,,,,,,,,,
,1,,node,6074315900,40.7108654,-74.0059234,cafe,Birch Coffee,,,,,,,,,
,1,,node,6689644977,40.7532163,-73.9402516,cafe,Birch Coffee,,,,,,,,,
,1,,node,6927242624,40.7675931,-73.8597052,cafe,Birch Coffee,,,,,,,,,
,1,,node,6561269443,40.7602787,-73.9907472,cafe,Bird & Branch,,,,,,,,,
,1,,node,2109918801,40.7256217,-73.9947199,cafe,Bite,,sandwich,sandwich,,,,,,
,0,,node,5269083208,40.8012383,-73.9421403,cafe,Bitter Orange Cafe [closed],,,,,,,,,
,0,,node,5163776190,40.6936921,-73.9297143,cafe,BK Bagel,,bagel; pastry; sandwich,bagel,pastry,sandwich,,,,
,1,,way,250351082,40.6940078,-73.9619593,cafe,BKG Coffee Roasters,,,,,,,,,
,0,,node,6876895217,40.6923338,-73.9458571,cafe,Bklyn Blend,,,,,,,,,
,1,,node,1979669269,40.7141835,-73.9616239,cafe,Black Brick,,,,,,,,,
,1,,node,5243548102,40.7190151,-73.984559,cafe,Black Cat LES,,,,,,,,,
,1,,node,4708888898,40.7064444,-74.0079647,cafe,Black Fox coffee co.,,,,,,,,,
,1,,node,6412273637,40.7422489,-73.9831597,cafe,Black Press Coffee,,,,,,,,,
,,,node,5120608722,40.7209019,-73.9946997,cafe,Black Seed Bagels,,bagel,bagel,,,,,,
,,,node,5849787600,40.7291067,-73.9839653,cafe,Black Seed Bagels,,bagel,bagel,,,,,,
,,,node,5849801770,40.7456636,-73.9884874,cafe,Black Seed Bagels,,bagel,bagel,,,,,,
,,,node,8772495902,40.7749318,-73.9480822,cafe,Black Star Bakery & Cafe,,cafe,cafe,,,,,,
,,,node,3575165389,40.7109207,-73.9678242,cafe,Blank cafe,,,,,,,,,
,,,node,5528518947,40.6841419,-73.9835836,cafe,Blank Street Coffee,,,,,,,,,
,,,node,5905798195,40.6351311,-74.0235244,cafe,Blend Coffee,,,,,,,,,
,,,node,2583190796,40.7766224,-73.9890983,cafe,Blucafé,,,,,,,,,
,,,node,6621617746,40.7341509,-73.9923907,cafe,Blue Bottle Coffee,,,,,,,,,
,,,node,6575702086,40.762741,-73.9739034,cafe,Blue Box Cafe - Tiffany,,,,,,,,,
,,,node,5406247910,40.7475089,-73.9026904,cafe,Blue Cup,,,,,,,,,
,,,node,3480352395,40.7646902,-73.9796633,cafe,Blue Dog,,,,,,,,,
,,,node,2340960685,40.8094957,-73.9602878,cafe,Blue Java,,,,,,,,,
,,,node,5924114807,40.8067796,-73.9637662,cafe,Blue Java,,,,,,,,,
,,,node,5924114808,40.8065269,-73.9631276,cafe,Blue Java,,,,,,,,,
,,,node,2014619565,40.7291314,-74.0034163,cafe,Blue Ribbon Bakery,,,,,,,,,
,,,node,904055290,40.7142931,-74.0068338,cafe,Blue Spoon Coffee Company,,,,,,,,,
,,,node,6621617751,40.7347019,-73.9929545,cafe,Blue stripes,,cacao,cacao,,,,,,
,1,,node,3876361757,40.7485056,-74.0087396,cafe,Bluestone Lane,,,,,,,,,
,1,,node,4149654227,40.7358239,-74.0008231,cafe,Bluestone Lane,,,,,,,,,
,1,,node,4479054694,40.783839,-73.9584235,cafe,Bluestone Lane,,,,,,,,,
,1,,node,4845789723,40.704646,-74.0084317,cafe,Bluestone Lane,,,,,,,,,
,1,,node,5771831853,40.7524881,-73.9880033,cafe,Bluestone Lane,,,,,,,,,
,1,,node,8883795718,40.7160631,-74.0085698,cafe,Bluestone Lane,,,,,,,,,
,1,,node,9018179738,40.7302461,-73.9904206,cafe,Bluestone Lane,,,,,,,,,
,1,,node,6784987781,40.783661,-73.9777279,cafe,Bluestone Lane Upper West Side,,,,,,,,,
,,,node,2547162163,40.7301234,-73.9941159,cafe,Boba Guys,,bubble_tea,bubble_tea,,,,,,
,,,node,4668049689,40.7206037,-73.984423,cafe,Boba Guys,,,,,,,,,
,,,node,6270650899,40.7849336,-73.9560501,cafe,Bobamosa Tea,,,,,,,,,
,,,node,4937376821,40.7087823,-74.0058244,cafe,bocadillo,,,,,,,,,
,,,node,5784718253,40.722098,-73.9976554,cafe,BoCaphe,,,,,,,,,
,,,node,6467315461,40.6779446,-73.9908632,cafe,Bond Street Coffee and Goods,,sandwich;breakfast;salad,sandwich,breakfast,salad,,,,
,,,node,6910698803,40.7213951,-73.9880234,cafe,Bonsai Kakigori,,pastry;sandwich,pastry,sandwich,,,,,
,,,node,5603534984,40.7292335,-73.9814002,cafe,Boris and Horton,,,,,,,,,
,,,node,6422307085,40.7682004,-73.9827089,cafe,Bouchon Backery,,,,,,,,,
,,,node,9032637735,40.690634,-73.9917389,cafe,Brain Food,,salad;health_food,salad,health_food,,,,,
,,,node,6388116530,40.6910643,-73.9552433,cafe,Brain Food,,sandwich;salad,sandwich,salad,,,,,
,,,node,5378336828,40.7072182,-73.9147797,cafe,Bravo's Café and Restaurant,,breakfast;sandwiches,breakfast,sandwiches,,,,,
,,,node,5842396231,40.6648362,-73.9937781,cafe,Bread & Joe,,pastry,pastry,,,,,,
,,,node,3154274261,40.7082598,-73.9401186,cafe,Bread Brothers,,sandwich,sandwich,,,,,,
,,,node,8974574626,40.7837504,-73.9523031,cafe,Bread N Wine,,,,,,,,,
,,,node,4760672500,40.7545627,-73.9839414,cafe,Breads bakery,,,,,,,,,
,,,node,1428185707,40.7433913,-73.9892649,cafe,Broadway Cafe,,,,,,,,,
,,,node,2066808156,40.760478,-73.9218592,cafe,Brooklyn Bagel,,bagel,bagel,,,,,,
,,,node,2522802848,40.7747329,-73.9084101,cafe,Brooklyn Bagel & Coffee Co.,,,,,,,,,
,,,node,7208905972,40.6801347,-73.9971248,cafe,Brooklyn Bread,,bagel;breakfast;sandwich;salad,bagel,breakfast,sandwich,salad,,,
,,,node,2494148898,40.6791558,-73.9976078,cafe,Brooklyn Bread Cafe,,breakfast;sandwich,breakfast,sandwich,,,,,
,,,node,2568406410,40.6964132,-73.9883888,cafe,Brooklyn Bridge Cafe,,,,,,,,,
,,,node,6171881585,40.6839987,-73.9993049,cafe,Brooklyn Farmacy & Soda Fountain,,sandwich;ice_cream,sandwich,ice_cream,,,,,
,,,node,2549911944,40.6789942,-73.9681778,cafe,Brooklyn High Low,,pastry,pastry,,,,,,
,,,node,5600183533,40.6907527,-73.9557871,cafe,Brooklyn Kolache,,pastry,pastry,,,,,,
,,,node,2276303574,40.694825,-73.9528471,cafe,Brooklyn Stoops,,Cafe_and_Bar,Cafe_and_Bar,,,,,,
,,,node,2550140538,40.6808318,-73.9498143,cafe,Brooklyn Tea,,teahouse,teahouse,,,,,,
,,,node,2568567180,40.6955549,-73.9294705,cafe,Brooklyn Whiskers,,pastry;sandwich,pastry,sandwich,,,,,
,,,node,2570174168,40.7494686,-73.8858258,cafe,Brother's Bubble Tea,,,,,,,,,
,,,node,5721476603,40.7456963,-73.9240193,cafe,Brother's Cafe,,,,,,,,,
,,,node,4941136076,40.770903,-73.908239,cafe,Brother's Taverna,,,,,,,,,
,,,node,9140312169,40.6834333,-73.9437692,cafe,Brown Butter,,american;southern,american,southern,,,,,
,,,node,7112935822,40.727085,-73.9854569,cafe,Bubbleology,,bubble_tea;pastry,bubble_tea,pastry,,,,,
,,,node,4931671022,40.6299439,-73.9215503,cafe,Buffet,,,,,,,,,
,,,node,9140312166,40.6821216,-73.9497801,cafe,Bunny,,mediterranean,mediterranean,,,,,,
,,,node,5213287048,40.6920239,-73.9428902,cafe,Burly Coffee,,,,,,,,,
,,,node,6127296735,40.6998856,-73.9280748,cafe,Bushwick Bakery,,pastry; salad; sandwich,pastry,salad,sandwich,,,,
,,,node,9051252639,40.7118326,-73.9647216,cafe,Butler,,,,,,,,,
,,,node,6916667785,40.7064892,-74.0041271,cafe,by Chloe,,,,,,,,,
,,,node,5163830490,40.6962604,-73.9049682,cafe,C & B Luncheonette,,,,,,,,,
,,,node,5418882814,40.7063536,-73.9054469,cafe,C.Lo Cafe,,guatamalan;burrito;breakfast;taco,guatamalan,burrito,breakfast,taco,,,
,,,node,5383045522,40.7251164,-73.9815241,cafe,C&B Café,,,,,,,,,
,,,node,1770858847,40.669376,-73.9630352,cafe,Cafe,,,,,,,,,
,,,node,5978795488,40.7443569,-73.9125569,cafe,Cafe,,,,,,,,,
,,,node,5101131725,40.7257929,-74.006121,cafe,Café,,,,,,,,,
,,,node,6345862104,40.7620218,-73.9803454,cafe,Cafe 53,,,,,,,,,
,,,node,2443892115,40.7781664,-73.9823656,cafe,Cafe 71,,,,,,,,,
,,,node,7093921939,40.7565007,-73.9778114,cafe,Cafe Alice,,,,,,,,,
,,,node,6800246087,40.7346789,-73.9582115,cafe,Café Alula,,,,,,,,,
,,,node,5248097965,40.7296625,-73.8602084,cafe,Cafe Americana,,,,,,,,,
,,,node,5792264308,40.726208,-73.9954844,cafe,Cafe Angelique,,breakfast;sandwich,breakfast,sandwich,,,,,
,,,node,1028101219,40.7579727,-73.9232898,cafe,Café Bar,,,,,,,,,
,,,node,6261898465,40.7191524,-74.001861,cafe,Cafe Bari,,,,,,,,,
,,,node,5987890885,40.7186595,-73.9570403,cafe,Cafe Beit,,,,,,,,,
,,,node,2790840179,40.7523099,-73.989388,cafe,Cafe Bene,,,,,,,,,
,,,node,702331265,40.6430379,-74.1043496,cafe,Café Botanica,,,,,,,,,
,,,node,4860132622,40.7080709,-74.0137437,cafe,Cafe Bravo,,sandwich,sandwich,,,,,,
,,,node,3808872720,40.6814746,-73.9555748,cafe,Cafe Calaca,,mexican,mexican,,,,,,
,,,node,2723953331,40.7742485,-73.9629901,cafe,Café Carlyle,,,,,,,,,
,,,node,7093921948,40.7567869,-73.9811636,cafe,Café Cello,,,,,,,,,
,,,node,5163989224,40.7192673,-74.0060718,cafe,Cafe Clementine,,,,,,,,,
,,,node,5351859759,40.6743416,-73.9525653,cafe,Cafe con Libros,,,,,,,,,
,,,node,3041538637,40.7343889,-74.002678,cafe,Cafe Condesa,,,,,,,,,
,,,node,3356089620,40.7452778,-73.9845987,cafe,Cafe Delectica,,,,,,,,,
,,,node,5924114805,40.8066955,-73.9638287,cafe,Café East,,bubble_tea;pizza,bubble_tea,pizza,,,,,
,,,node,2722857800,40.75965,-73.985965,cafe,Cafe Edison,,,,,,,,,
,,,node,6190098843,40.6978646,-73.9371813,cafe,Café Erzulie,,,,,,,,,
,,,node,5104089343,40.7665842,-73.9125947,cafe,Cafe Espresso,,,,,,,,,
,,,node,6419733289,40.7231443,-73.9947458,cafe,Café Gitane,,,,,,,,,
,1,,node,5664788646,40.7542367,-73.9889033,cafe,Café Grumpy,,,,,,,,,
,1,,node,5664801941,40.720511,-73.9960362,cafe,Café Grumpy,,,,,,,,,
,,,node,4784576322,40.7203057,-73.9952338,cafe,Cafe Integral,,,,,,,,,
,,,node,9156973277,40.6559314,-74.0064725,cafe,Cafe Japon,,japanese,japanese,,,,,,
,,,node,2443892116,40.7859956,-73.9767721,cafe,Cafe Lalo,,,,,,,,,
,,,node,8996587930,40.746888,-73.9851291,cafe,Cafe M,,,,,,,,,
,,,node,5874439929,40.7027119,-73.907272,cafe,Cafe M Seneca,,,,,,,,,
,,,node,4813825422,40.578236,-73.9592947,cafe,Cafe Max,,,,,,,,,
,,,node,1383955011,40.7654404,-73.9803003,cafe,Cafe Metro,,,,,,,,,
,,,node,2588151837,40.7530668,-73.9803873,cafe,Cafe Metro,,,,,,,,,
,,,node,8727756020,40.777635,-73.9817566,cafe,Cafe Metro,,,,,,,,,
,,,node,2610440239,40.7634192,-73.981318,cafe,Café Metro,,,,,,,,,
,,,node,3863639458,40.737043,-74.003887,cafe,Café Minerva,,,,,,,,,
,,,node,5368336238,40.7056511,-73.9122425,cafe,Café Moca,,pastry;bagel;salad;sandwich;wrap,pastry,bagel,salad,sandwich,wrap,,
,,,node,5123325421,40.7294074,-73.8613206,cafe,Cafe Mocha,,,,,,,,,
,,,node,9143230746,40.6209606,-73.9982988,cafe,Cafe Mocha,,,,,,,,,
,,,node,7126735715,40.6547688,-74.0042563,cafe,Cafe Nube,,mexican;breakfast,mexican,breakfast,,,,,
,,,node,1821015958,40.7879898,-73.9764,cafe,Cafe on Broadway,,,,,,,,,
,,,node,5600190029,40.6871793,-73.9237082,cafe,Cafe on Ralph,,,,,,,,,
,,,node,4768971123,40.7284998,-73.9870924,cafe,Cafe Orlin,,mediterranean;breakfast,mediterranean,breakfast,,,,,
,,,node,3041587933,40.7352996,-74.0062382,cafe,Cafe Panino Mucho Gusto,,american; bagel; sandwich; wrap; soup,american,bagel,sandwich,wrap,soup,,
,,,node,4845866425,40.7073586,-74.0022266,cafe,Cafe Patoro,,,,,,,,,
,,,node,4825695925,40.7073526,-74.0022569,cafe,Café Patoro,,brazilian,brazilian,,,,,,
,,,node,2846402163,40.7609317,-73.9089978,cafe,Café Renis,,,,,,,,,
,,,node,5265714493,40.720329,-73.9967563,cafe,Cafe Roma,,,,,,,,,
,,,node,1025322222,40.7246121,-73.9843772,cafe,Cafe Social 68,,,,,,,,,
,,,node,5709144091,40.8690737,-73.9158442,cafe,Cafe Tabaco and Ron,,,,,,,,,
,,,node,6133822485,40.7566505,-73.9841404,cafe,cafe un deux trois,,,,,,,,,
,,,way,887300795,40.8010509,-73.8988738,cafe,Cafeteria,,,,,,,,,
,,,node,6228150877,40.748044,-73.9873353,cafe,caffé bene,,dessert,dessert,,,,,,
,,,node,2845010834,40.7439034,-73.922528,cafe,Caffé bene,,,,,,,,,
,,,node,3863046657,40.758681,-73.919441,cafe,Caffé bene,,,,,,,,,
,,,node,5415638323,40.767622,-73.9117641,cafe,Caffé Borbone,,,,,,,,,
,,,way,266932810,40.7793846,-73.9601284,cafe,Caffe Grazie,,,,,,,,,
,,,node,5656966142,40.6163585,-73.9927771,cafe,Caffe Italia,,italian,italian,,,,,,
,,,node,5197668411,40.8340109,-73.8520735,cafe,Caffé Lanka,,,,,,,,,
,,,node,8151649108,40.7190027,-73.9973094,cafe,Caffè Palermo,,italian,italian,,,,,,
,,,node,9064712517,40.7370092,-73.9867614,cafe,Caffè Panna,,,,,,,,,
,,,node,6442303487,40.6431615,-73.7825919,cafe,Camden Food Co.,,,,,,,,,
,,,node,5600531631,40.7600992,-73.8920175,cafe,Cannelle Patisserie,,,,,,,,,
